dbn,schoolname,rr_s,rr_t,rr_p,N_s,N_t,N_p,nr_s,nr_t,nr_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
03M149,P.S. 149 Sojourner Truth,98,59,51,104,20,172,106,34,334,8.6,8,7.9,8.4,6.5,5.8,6.6,6.8,6.2,6,6.7,7.6,7.1,6.6,7.1,7.6
03M163,P.S. 163 Alfred E. Smith,78,48,36,258,0,46,542,8.6,8.1,8.2,8.2,7.5,7.1,7,7.9,8.1,7.6,7.6,8.1
03M165,P.S. 165 Robert E. Simon,83,26,32,135,17,185,163,65,583,9,8.5,8.3,8.6,7.9,7.5,7.3,8.1,7,6.6,6.9,7.9,8,7.5,7.5,8.2
03M166,P.S. 166 The Richard Rodgers School of The Arts an,73,64,29,332,0,40,519,9,8.4,8.6,8.6,7.8,6.4,7.2,7.8,8.4,7.4,7.9,8.2
03M180,P.S. 180 Hugo Newman,100,100,50,80,50,236,80,50,472,9,8.5,8.3,8.6,7.6,7.7,7.7,8.4,7.8,6.5,7.9,8,8.1,7.6,7.9,8.3
03M185,P.S. 185 John M. Langston,95,91,21,197,0,22,217,9.2,8.5,8.4,8.8,7.6,6.8,6.9,7.4,8.4,7.7,7.7,8.1
03M191,P.S. 191 Amsterdam,88,73,64,159,27,257,181,37,401,8.3,7.6,7.5,7.8,6.6,5.7,6.2,7.2,6.3,6.5,6.7,7.8,7.1,6.6,6.8,7.6
03M199,P.S. 199 Jessie Isador Straus,36,46,18,282,0,50,607,8.7,8.2,8.5,8.4,8.7,6.4,7.5,8.1,8.7,7.3,8,8.2
03M208,P.S. 208 Alain L. Locke,95,88,18,177,0,19,201,8.7,8.1,8.2,8.3,7.7,7.1,7.8,8.1,8.2,7.6,8,8.2
03M241,P.S. 241 Family Academy,76,45,67,31,10,83,41,22,124,9.1,8.7,8.5,8.7,7,5.6,6.7,7,7.7,8.2,8,8.3,7.9,7.5,7.8,8
03M242,PS M242-Gwendolyn Powell Brown Computer School,100,45,25,75,0,25,168,8.8,8.2,8.2,8.3,7.3,6,6.4,6.7,8.1,7.1,7.3,7.5
03M243,M.S. 243 Center School,99,100,76,155,15,152,157,15,201,9.5,8.8,8.9,9.4,9,8.4,9,8.9,8.4,7.4,8.5,8.2,9,8.2,8.8,8.8
03M245,M.S. M245 The Computer School,92,38,47,367,9,185,401,24,391,8.8,8.4,8.2,8.2,9,8.3,9.3,9.6,7.9,6.9,7.7,8.3,8.6,7.9,8.4,8.7
03M247,M.S. M247 Dual Language Middle School,94,67,77,186,12,136,198,18,177,9.5,9.2,8.8,9.2,8.5,6.5,7.1,8.1,8.7,8,8.6,9.1,8.9,7.9,8.2,8.8
03M250,M.S. 250 West Side Collaborative Middle School,97,100,49,175,20,86,181,20,175,8.8,8,7.9,8.3,9,8.7,9.2,9.5,7.9,7.1,7.7,8.2,8.6,7.9,8.3,8.7
03M256,M.S. 256 Academic & Athletic Excellence,82,100,99,134,15,158,163,14,159,9.2,9.2,8.8,9.4,6.3,6.2,5.7,6.6,6.8,6.8,6.6,7.8,7.4,7.4,7,7.9
03M258,Community Action School - MS 258,87,87,20,214,20,48,245,23,237,8.9,8.3,7.8,8.4,7.8,7.7,7.9,8.6,7,6.3,7,7.6,7.9,7.4,7.6,8.2
03M283,Manhattan Theatre Lab High School,53,57,17,186,13,61,350,23,354,7,6.8,7,6.9,5.8,4.9,5.2,5.3,6.1,6,6.3,7,6.3,5.9,6.2,6.4
03M299,"High School for Arts, Imagination and Inquiry",91,96,14,344,27,51,379,28,364,7.6,7,6.8,7,6.5,5.8,6.1,6.5,6.5,5.8,6.4,7.1,6.9,6.2,6.4,6.9
03M307,"Urban Assembly School for Media Studies, The",80,96,22,263,25,71,330,26,324,8.7,7.9,7.8,8.4,7.8,7.9,7.9,8.2,6.9,6.2,7.1,7.6,7.8,7.4,7.6,8.1
03M333,P.S. 333 Manhattan School for Children,69,40,51,124,21,298,181,52,579,8.8,8.4,8.7,8.4,7.7,6.6,8,8.2,6.9,6.6,7.3,7.8,7.8,7.2,8,8.1
03M334,The Anderson School,100,89,79,192,24,387,192,27,489,8.8,8.6,8.4,9,8.3,7.3,8.1,8.8,7.7,7,7.9,8.5,8.3,7.6,8.1,8.8
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,53,30,27,93,6,48,177,20,176,8.2,7.9,7.7,8,4.4,4.2,5.2,5.7,6.3,6.4,6.3,7.2,6.3,6.2,6.4,7
03M403,THE GLOBAL LEARNING COLLABORATIVE,79,100,24,162,16,47,204,16,200,8.5,7.9,7.7,7.6,7.2,7.6,8.3,8.2,7,6.7,7.1,7.4,7.6,7.4,7.7,7.7
03M404,INNOVATION DIPLOMA PLUS,73,100,21,147,13,41,201,12,200,9.1,8.4,8,8.7,6.8,5.8,6.4,7,7.3,6.4,6.8,7.5,7.7,6.8,7.1,7.7
03M415,Wadleigh Secondary School for the Performing & Vis,71,68,55,336,27,262,474,40,478,7.6,6.9,7.1,7.1,6.1,5.2,5.9,6.1,6,5.5,5.9,6.6,6.5,5.9,6.3,6.6
03M417,FRANK McCOURT HIGH SCHOOL,98,100,47,97,8,47,99,8,99,8.4,7.6,7.3,7.6,6.9,7,7,7.9,7.3,7.3,7.1,7.7,7.5,7.3,7.2,7.8
03M421,WEST PREP ACADEMY,79,70,74,85,7,76,107,10,103,8,7.3,7.1,7.3,5.3,5.4,5.7,5.4,5.6,6.4,6.6,7.7,6.3,6.4,6.5,6.8
03M452,P.S. 452,100,78,5,42,0,5,54,9.2,8.9,9,9,9,7.8,8.4,8.6,9.1,8.3,8.7,8.8
03M470,Louis D. Brandeis High School,65,47,2,400,22,15,618,47,607,6.8,6.4,6.8,7.2,7.4,7.3,7.4,8.1,6.3,5.5,6.1,6.6,6.8,6.4,6.8,7.3
03M479,Beacon High School,82,80,39,934,43,440,1145,54,1116,8.6,7.9,7.9,8.3,7.5,6.2,6.7,7.5,7.8,7.2,7.6,8.2,8,7.1,7.4,8
03M485,Fiorello H. LaGuardia High School of Music & Art a,93,50,28,2345,68,701,2530,137,2478,8.3,7.2,7.7,7.6,7.8,6.3,6.7,7.3,7.1,5.9,6.6,7.6,7.7,6.5,7,7.5
03M492,"High School for Law, Advocacy and Community Justic",80,91,67,385,39,323,481,43,485,9.1,7.6,7.6,8.2,6.7,6.1,6.5,7,6.2,6,6.2,7.4,7.3,6.6,6.8,7.6
03M494,High School of Arts and Technology,87,83,25,502,29,138,574,35,562,8.3,7.5,7.6,7.9,5.6,3.8,5.1,5.3,6.4,5.8,6.5,7.1,6.8,5.7,6.4,6.8
03M505,Edward A. Reynolds West Side High School,59,95,15,248,42,61,423,44,417,8.6,7.7,7.7,8,7.1,5.5,6.6,7.3,7.4,6.1,6.9,7.5,7.7,6.4,7.1,7.6
03M541,Manhattan / Hunter Science High School,96,93,39,427,26,173,447,28,441,8.7,7.7,7.7,8.1,8.1,6.8,7.5,8.1,7.3,6.5,6.9,7.6,8,7,7.3,7.9
03M577,Brandeis Yabc,48,63,0,19,10,40,16,40,8.2,7.3,8.3,8.3,7.5,6.1,7.2,7.6,7.9,6.7,7.8,8
03M859,Special Music School,98,100,87,39,9,103,40,9,119,9,8.3,8.3,8.7,7.5,5.2,6.5,7.1,8.6,7.4,8,8.3,8.4,7,7.6,8.1
03M860,Frederick Douglass Academy II Secondary School,88,83,47,343,24,176,388,29,375,7.8,7.4,7.2,7.3,5.5,5,5.5,6.1,5.8,5.8,5.9,7,6.4,6.1,6.2,6.8
03M862,Mott Hall II,97,43,85,283,9,242,291,21,284,8.5,7.8,7.8,8.2,8.9,6.7,7.5,8.1,7.5,6.6,7.6,8.2,8.3,7.1,7.6,8.2
04M007,P.S. 007 Samuel Stern,98,88,46,126,29,156,129,33,339,8.6,7.5,7.4,8.1,6.9,6.2,6.6,7.3,7.1,6.1,7.2,7.8,7.5,6.6,7.1,7.7
04M012,Tag Young Scholars,100,100,69,149,24,316,149,24,457,8.9,8.3,8.1,8.7,7.9,6.9,7.8,8,7.9,7.6,8.4,8.7,8.2,7.6,8.1,8.4
04M013,J.H.S. 013 Jackie Robinson,63,29,18,160,8,41,252,28,232,7.8,7.5,7.8,7.4,5.5,4.9,5.8,5.9,5.8,5.5,6.3,7.1,6.3,6,6.6,6.8
04M037,River East Elementary,91,94,21,183,0,23,195,9.2,8.9,8.7,8.9,9,8.7,9.2,9,9.1,8.8,8.9,9
04M038,P.S. 38 Roberto Clemente,100,65,30,158,0,29,244,8.7,7.9,7.8,8.2,6.5,6.1,5.7,6.9,7.6,7,6.7,7.5
04M045,M.S. 45/S.T.A.R.S. Prep Academy,92,80,61,271,24,165,293,30,271,7.8,7.4,7.2,7.4,5.9,5.1,6,6.4,6.4,6.3,6.7,7.8,6.7,6.3,6.6,7.2
04M050,P.S. 050 Vito Marcantonio,86,66,42,117,27,121,136,41,287,8.1,7.3,7.2,7.7,6,4.8,5.8,6.7,5.8,6.1,6.5,7.4,6.6,6.1,6.5,7.3
04M057,James Weldon Johnson,98,86,57,130,51,357,132,59,626,9,8.3,8.2,8.6,8.3,8,8.3,9,7.6,6.7,7.9,8.5,8.3,7.7,8.1,8.7
04M072,The Lexington Academy,96,79,47,349,0,49,440,9.2,8.5,8.3,8.7,8.5,7.9,8.3,8.6,8.9,8.2,8.3,8.7
04M083,P.S. 083 Luis Munoz Rivera,85,75,28,264,0,33,354,9.2,8.6,8.5,8.8,8.4,7.7,7.4,8.3,8.8,8.1,7.9,8.6
04M096,P.S. 096 Joseph Lanzetta,94,91,42,165,41,183,175,45,435,8.2,7.4,7.3,7.6,5.8,5,5.5,6.2,6.5,5.9,7,7.5,6.8,6.1,6.6,7.1
04M102,P.S. 102 Jacques Cartier,87,80,33,204,0,38,254,9.2,8.6,8.4,8.8,7.8,7.8,7.9,8.2,8.5,8.2,8.2,8.5
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,96,98,87,281,57,510,293,58,589,8.8,8.1,7.9,8.4,8,7.1,7.3,8.1,7.6,6.8,7.7,8.5,8.2,7.3,7.6,8.3
04M112,P.S. 112 Jose Celso Barbosa,100,100,52,287,0,52,281,9.1,8.5,8.6,8.7,7.9,7.9,8,8.5,8.5,8.2,8.3,8.6
04M146,P.S. 146 Ann M. Short,88,54,51,200,0,58,368,9,8.4,8.3,8.4,6.7,4.9,5.6,6.2,7.8,6.7,7,7.3
04M155,P.S. 155 William Paca,100,68,37,200,0,37,295,8.7,8,7.8,8.1,6.9,6.5,7.1,7.7,7.8,7.3,7.5,7.9
04M171,P.S. 171 Patrick Henry,98,94,82,234,46,438,238,49,535,9.2,8.5,8.5,8.9,7.1,6.5,6.2,7.3,7.8,7.4,8.1,8.7,8,7.5,7.6,8.3
04M182,The Bilingual Bicultural School,61,72,17,231,0,28,319,9.2,8.4,8.1,8.5,8.2,7.1,7.2,8,8.7,7.7,7.6,8.3
04M206,P.S. 206 Jose Celso Barbosa,100,96,39,235,0,38,246,8.9,8.3,8.3,8.2,7.2,6.6,7.2,7.1,8.1,7.5,7.8,7.7
04M224,M.S. 224 Manhattan East School for Arts & Academic,88,88,42,217,14,98,248,16,236,8.7,8.3,8.1,8.3,6.5,5.9,6.4,7,7.1,6.9,7.7,8.1,7.4,7,7.4,7.8
04M372,ESPERANZA PREPARATORY ACADEMY,97,100,94,259,27,236,268,26,252,8.8,8.2,8,8.1,8.2,8.6,8.7,9.3,7.8,7.7,8.2,8.4,8.3,8.2,8.3,8.6
04M375,Mosaic Preparatory Academy,86,76,25,182,0,29,238,9.2,8.7,8.7,8.9,7.3,6.4,7.3,7.8,8.2,7.5,8,8.4
04M377,Renaissance School of the Arts,88,100,46,168,19,83,192,19,181,8.1,7.8,7.9,8.1,6.8,7.3,7.5,8,6.1,6.1,6.9,7.5,7,7.1,7.5,7.8
04M381,Global Neighborhood Secondary School,97,92,48,182,24,87,188,26,180,8.6,8.5,8.3,8.7,6.4,6,7,7.1,6.5,6.4,7,7.7,7.2,7,7.4,7.8
04M406,GLOBAL TECHNOLOGY PREPARATORY,93,100,71,109,10,79,117,10,112,9,8.8,8.8,9,8.2,8.6,9.4,9.6,7.6,7.4,8.5,8.8,8.3,8.3,8.9,9.1
04M409,Coalition School for Social Change,87,100,47,321,32,174,368,31,370,8.2,7.7,7.7,8.2,8.5,8.7,9.1,9,6.6,6.1,6.6,7.2,7.8,7.5,7.8,8.1
04M435,Manhattan Center for Science and Mathematics,92,88,22,1546,72,370,1685,82,1650,7.9,7,7.2,7.4,7.2,4.7,5.7,6.6,6.6,5.5,6.5,7.2,7.2,5.7,6.4,7
04M495,Park East High School,85,100,41,303,32,137,355,31,335,8.6,7.7,7.4,7.9,7.6,6.8,7,7.5,7,6.3,6.9,7.6,7.7,6.9,7.1,7.7
04M497,Central Park East I,100,69,17,122,0,17,176,9.3,9,9.2,9.2,8.7,7.6,8.7,8.6,9,8.3,9,8.9
04M555,Central Park East High School,87,85,22,342,22,88,394,26,392,8.6,8,7.7,8.3,8,7.8,8,8.4,6.6,5.8,6,7.4,7.8,7.2,7.3,8.1
04M610,Young Women's Leadership School,85,96,53,380,24,221,447,25,415,8.8,8.1,7.8,8.3,8.9,8.3,8.5,9,7.5,6.6,7.2,8.3,8.4,7.7,7.8,8.5
04M635,Academy of Environmental Science Secondary High Sc,94,95,86,235,19,211,250,20,246,7.4,7.3,7.1,7.4,6.4,5.3,5.6,6.1,6.4,5.9,6.3,6.9,6.7,6.2,6.3,6.8
04M680,"Heritage School, The",92,84,51,262,21,141,286,25,276,7.8,7,6.9,7.1,6,4.7,5.2,5.7,6.4,5.9,6.4,7,6.7,5.9,6.1,6.6
04M825,Isaac Newton Middle School for Math & Science,93,86,40,332,24,139,357,28,344,8.5,7.9,7.7,8.2,7.2,7.1,7.4,7.9,6.7,6.7,7.2,8,7.5,7.2,7.4,8
04M964,Central Park East II,95,82,19,158,0,20,193,9.3,9,8.9,8.9,9.4,8.9,9.4,9.5,9.3,9,9.2,9.2
05M030,P.S. 030 Hernandez/Hughes,61,54,27,121,0,44,223,8.3,7.5,7.4,7.9,6.9,6.5,6.8,7.6,7.6,7,7.1,7.7
05M036,P.S. 036 Margaret Douglas,70,70,37,369,0,53,530,8.8,8.2,8.2,8.4,6.9,6.1,6.3,6.5,7.9,7.2,7.2,7.5
05M046,P.S. 046 Arthur Tappan,96,93,93,135,52,533,140,56,575,8.7,8.1,7.9,8.5,7.6,8,7.6,8.1,7.2,6.6,7.6,8,7.8,7.6,7.7,8.2
05M092,P.S. 092 Mary McLeod Bethune,81,100,25,254,0,31,232,8.9,8.4,8.5,8.5,7.7,7.6,7.8,8.2,8.3,8,8.1,8.3
05M123,P.S. 123 Mahalia Jackson,76,88,56,136,45,271,179,51,480,8.5,7.9,7.7,8.1,7.6,7.7,8,8.1,5.6,4.9,6.1,7.2,7.3,6.8,7.3,7.8
05M125,P.S. 125 Ralph Bunche,96,67,24,126,0,25,188,8.5,7.9,7.9,8,7.2,6.3,7,7.4,7.8,7.1,7.4,7.7
05M129,P.S. 129 John H. Finley,82,54,38,160,26,184,196,48,482,8.2,7.2,7.1,7.8,7,7,7.5,7.8,6.6,6.6,7.8,8.2,7.3,6.9,7.4,7.9
05M133,P.S. 133 Fred R Moore,61,63,17,152,0,28,243,8.3,7.8,7.7,7.9,5.5,3.9,4.2,5.3,6.9,5.8,5.9,6.6
05M154,P.S. 154 Harriet Tubman,92,56,33,172,0,36,306,8.8,8.2,8.1,8.4,7.6,7.4,7.3,7.8,8.2,7.8,7.7,8.1
05M161,P.S. 161 Pedro Albizu Campos,97,87,48,260,66,334,269,76,703,8.8,8.1,8.1,8.3,7.3,7.2,7.8,8.3,7,6.5,7.7,8.3,7.7,7.3,7.8,8.3
05M175,P.S. 175 Henry H Garnet,93,73,28,224,0,30,307,8.6,7.8,7.8,7.8,7.1,6.6,7,7.4,7.8,7.2,7.4,7.6
05M194,P.S. 194 Countee Cullen,64,22,21,51,0,33,228,8.1,7.9,7.7,7.7,5.8,4.6,5.6,5.7,7,6.3,6.7,6.7
05M195,I.S. 195 Roberto Clemente,73,53,29,282,25,105,387,47,363,8,7.8,7.6,8.1,4.8,4.7,5.7,6,6.3,5.8,6.8,7.4,6.4,6.1,6.7,7.2
05M197,P.S. 197 John B. Russwurm,93,40,28,123,0,30,306,8.3,7.8,7.7,8.1,8.2,8.3,8.2,8.3,8.3,8,8,8.2
05M200,P.S. 200- The James Mccune Smith School,88,77,43,301,0,49,391,8.1,7.5,7.3,7.9,6.8,6.3,6.8,7.2,7.5,6.9,7.1,7.5
05M285,Harlem Renaissance High School,68,94,22,117,16,37,171,17,170,8.8,8.1,8,8.2,7.4,6.9,7.6,7.6,7,6.2,6.9,7.5,7.7,7.1,7.5,7.8
05M286,I.S. M286 Renaissance Military Leadership Academy,88,94,49,220,15,115,251,16,236,8.7,8.1,8.1,8.2,7.1,6.9,7.4,8,8.4,8,8.7,8.8,8.1,7.7,8.1,8.3
05M302,KAPPA IV,97,61,68,202,11,135,208,18,198,8.9,8.4,8.3,8.5,7.1,7.1,7.7,8.4,6.2,6.4,6.6,7.6,7.4,7.3,7.5,8.2
05M304,Mott Hall High School,99,88,66,377,22,240,380,25,363,8.3,7.3,7.2,7.3,7.2,6.3,5.9,7.1,6.2,6,6.2,7.2,7.2,6.5,6.4,7.2
05M317,Kappa II,75,43,83,38,3,44,51,7,53,8.3,7.5,7.6,7.1,6.2,6.1,5.7,5.3,6.2,6,6.4,7.2,6.9,6.5,6.6,6.5
05M318,Thurgood Marshall Academy Lower School,93,75,14,138,0,15,185,9.1,8.6,8.6,9,7.5,7.7,7.9,8.2,8.3,8.2,8.2,8.6
05M344,Academy of Collaborative Education,88,64,60,93,7,61,106,11,101,7.3,7.4,7.4,7.3,6,6.8,7.2,7.5,6.1,6.1,6.7,7.5,6.5,6.8,7.1,7.4
05M362,Columbia Secondary School,91,90,44,343,18,159,377,20,360,7.8,7.7,7.5,8.1,7.3,6.9,7.1,8.3,6.9,6.8,7,7.4,7.3,7.1,7.2,7.9
05M367,Academy for Social Action: A College Board School,71,71,31,285,25,118,402,35,379,8.1,7.4,7.3,7.7,6.2,5.9,6.5,7.2,5.7,5.6,6.1,6.9,6.7,6.3,6.6,7.3
05M369,Urban Assembly School for the Performing Arts,87,92,45,281,23,143,323,25,319,7.3,6.6,6.8,7.1,5.4,4,4.7,4.8,5.2,5.2,5.5,6.4,6,5.3,5.7,6.1
05M410,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,90,100,0,101,10,112,10,107,7.6,6.8,7.3,8,6.8,6.7,7,7.8,7.2,6.7,7.2,7.9
05M469,Choir Academy of Harlem,95,63,34,313,20,107,330,32,312,8.4,8.1,7.9,7.9,7.3,7,7.7,7.9,6,5.8,6.4,7,7.2,7,7.3,7.6
05M499,Frederick Douglass Academy,71,58,20,1049,50,285,1486,86,1410,7.8,7.3,7.4,7.5,6.4,5.7,6,6.7,5.7,5.3,6.3,7.3,6.6,6.1,6.6,7.2
05M670,Thurgood Marshall Academy for Learning and Social,72,73,35,405,27,184,562,37,532,8.5,7.6,7.7,7.8,6.9,5.8,6.2,6.8,6.7,6.4,6.7,7.6,7.4,6.6,6.9,7.4
05M685,Bread & Roses Integrated Arts High School,74,80,46,346,24,221,465,30,479,8.2,7.1,7.1,7.1,5.8,5.9,5.9,6.6,5.5,5.2,5.5,6.6,6.5,6.1,6.2,6.8
05M692,"High School for Mathematics, Science and Engineeri",89,83,42,357,29,165,402,35,396,8.8,7.5,7.6,8.3,8.6,6.6,7.3,7.8,7.8,6.7,7.2,8.2,8.4,7,7.3,8.1
06M004,P.S. 004 Duke Ellington,42,22,22,118,0,52,529,8.9,7.9,7.8,8.1,8.2,6.8,7,7.7,8.6,7.4,7.4,7.9
06M005,P.S. 005 Ellen Lurie,95,45,53,292,0,56,649,8.9,8.1,7.8,8.3,7.2,5.8,6.3,6.9,8.1,7,7.1,7.6
06M008,P.S. 008 Luis Belliard,98,90,44,431,0,45,480,9.3,8.6,8.5,8.7,8,7.5,7.9,8.6,8.7,8,8.2,8.6
06M018,P.S. 018 Park Terrace,81,88,83,127,28,249,157,32,300,9,8.3,8.3,8.5,7.8,7.6,7.6,8.2,7.5,6.7,7.6,7.9,8.1,7.5,7.9,8.2
06M028,P.S. 028 Wright Brothers,83,48,64,341,0,77,709,9,8.3,8,8.4,8.7,8,8.3,8.8,8.8,8.1,8.1,8.6
06M048,P.S. 048 P.O. Michael J. Buczek,72,69,38,329,0,53,478,9.1,8.2,8.3,8.6,7.8,6.5,7.2,7.8,8.4,7.4,7.7,8.2
06M052,J.H.S. 052 Inwood,98,98,60,704,64,414,717,65,695,8.9,8.3,8.3,8.4,7.7,7.4,8,8.4,7,6.1,7,7.6,7.9,7.3,7.8,8.1
06M098,P.S. 098 Shorac Kappock,68,63,38,360,0,56,568,8.9,8.1,7.9,8.3,6.9,5.4,6,6.5,7.9,6.7,6.9,7.4
06M115,P.S. 115 Alexander Humboldt,57,40,26,217,0,46,541,8.8,8,7.8,8.3,6.3,4.4,5.5,6.2,7.6,6.2,6.7,7.2
06M128,P.S. 128 Audubon,47,70,27,400,0,58,575,9,8.4,8.1,8.4,7.8,6.6,7.3,7.6,8.4,7.5,7.7,8
06M132,P.S. 132 Juan Pablo Duarte,88,78,53,493,0,60,636,9,8.4,8.2,8.5,6.7,6.2,6.4,6.8,7.8,7.3,7.3,7.7
06M143,J.H.S. 143 Eleanor Roosevelt,97,93,94,649,51,578,668,55,617,8.3,7.6,7.4,7.7,7.2,7.5,7.7,8,6.7,6.2,7.1,7.8,7.4,7.1,7.4,7.8
06M152,P.S. 152 Dyckman Valley,71,46,40,305,0,56,660,8.4,7.7,7.4,7.8,6,4.5,5.1,5.5,7.2,6.1,6.2,6.6
06M153,P.S. 153 Adam Clayton Powell,89,88,63,722,0,71,820,8.8,8.2,8.1,8.5,7.8,7.4,7.7,8.1,8.3,7.8,7.9,8.3
06M173,P.S. 173,69,55,33,294,0,48,533,8.8,7.8,7.8,8.1,7.1,5,5.5,6.3,8,6.4,6.6,7.2
06M178,Professor Juan Bosch Public School,100,100,33,223,0,33,213,9.5,8.9,8.8,8.9,9.1,7.8,8.1,8.3,9.3,8.3,8.5,8.6
06M187,P.S./I.S. 187 Hudson Cliffs,98,100,64,254,53,416,259,53,647,8.6,7.5,7.5,7.9,7.6,6.3,6.9,7.5,7.1,6.6,7.2,7.8,7.8,6.8,7.2,7.7
06M189,P.S. 189,99,66,77,556,0,78,844,9,8.5,8.3,8.6,7.1,6.6,6.9,7.7,8.1,7.5,7.6,8.2
06M192,P.S. 192 Jacob H. Schiff,90,59,28,183,0,31,310,9,8.5,8.3,8.6,7.9,8.5,8,8.6,8.5,8.5,8.1,8.6
06M210,P.S./I.S. 210 - Twenty-first Century Academy for,99,89,69,142,33,239,143,37,345,9.1,8.5,8.4,8.7,7.4,6.6,7.3,7.8,7.6,6.4,7.7,8.1,8,7.2,7.8,8.2
06M218,I.S. 218 Salome Urena,88,44,67,311,16,231,355,36,346,8.9,8.3,7.9,8,6.5,4.5,4.7,6,7,6.4,7,7.6,7.5,6.4,6.6,7.2
06M223,The Mott Hall School,99,100,93,373,24,339,377,24,365,8.4,7.4,7.6,8.3,8,5.4,6.3,7.7,7.1,5.9,6.9,8.1,7.8,6.3,7,8
06M278,Paula Hedbavny School,100,83,95,192,30,400,192,36,422,8.9,7.8,8.1,8,7.8,5.9,6.8,7.2,7.5,6.4,7.8,8.5,8.1,6.7,7.6,7.9
06M293,City College Academy of the Arts,87,77,64,441,30,299,507,39,466,9,8.4,8.4,8.7,8.5,7.2,7.8,8.5,7.8,6.9,7.7,8.3,8.4,7.5,8,8.5
06M311,Amistad Dual Language School,100,73,74,128,24,259,128,33,351,9.2,8.4,8.5,8.7,8.8,7.6,8.2,8.9,7.2,6.1,7.1,7.6,8.4,7.4,7.9,8.4
06M314,Muscota,71,54,15,121,0,21,225,8.9,8.1,8.1,8.4,8.2,7,7.3,7.6,8.5,7.6,7.7,8
06M319,M.S. 319 - Maria Teresa,96,94,97,536,46,513,556,49,530,9.2,8.7,8.5,8.8,7.1,6.7,6.9,7.7,7.8,7.5,7.9,8.4,8.1,7.6,7.8,8.3
06M321,M.S. 321 - Minerva,99,80,95,89,8,83,90,10,87,10,10,10,10,8.6,7.7,8.4,8.8,9.3,8,9.2,9.4,9.3,8.6,9.2,9.4
06M322,Middle School 322,86,65,91,410,30,404,475,46,443,9,8.4,8.3,8.7,6.7,5.5,6.5,7.3,6.7,6.3,6.8,7.6,7.5,6.7,7.2,7.9
06M324,M.S. 324 - Patria Mirabal,99,100,92,409,36,354,413,36,386,9.4,8.8,8.6,9,8,7.5,7.9,8.6,7.7,6.7,7.7,8,8.4,7.7,8.1,8.5
06M325,P.S. 325,60,67,21,220,0,35,329,8.8,8.1,7.9,8.2,8,7.3,7.5,8.1,8.4,7.7,7.7,8.1
06M326,M.S. 326 - Writers Today & Leaders Tomorrow,95,63,96,343,22,330,362,35,345,9.4,9.5,9.3,9.4,5.7,5.7,5.9,7.1,7.3,7.2,7.9,8.4,7.5,7.5,7.7,8.3
06M328,M.S. 328 - Manhattan Middle School for Scientific,92,95,85,409,36,346,445,38,408,9,8.5,8.3,8.5,7.5,7.5,8,8.2,8.7,8,8.9,9,8.4,8,8.4,8.5
06M346,Community Health Academy of the Heights,94,95,71,426,37,305,452,39,428,8.4,7.5,7.3,7.7,6.8,5,6,6.4,6.4,6,6.5,7.3,7.2,6.2,6.6,7.1
06M348,Washington Heights Expeditionary Learning School,94,68,70,487,26,316,520,38,454,8.8,8.2,7.6,8.5,8.5,7.7,7.8,8.5,7.5,6.9,7.1,8.2,8.3,7.6,7.5,8.4
06M349,Harbor Heights,99,75,99,157,9,150,159,12,151,9.5,9.1,8.8,9,8.5,6.2,7.6,7.6,8.1,7.2,8.3,8.6,8.7,7.5,8.2,8.4
06M366,Washington Heights Academy,79,31,11,81,0,14,258,8.6,7.1,7,7.3,7.1,3.2,4.1,5,7.8,5.1,5.6,6.1
06M368,Hamilton Heights School,79,59,15,123,0,19,209,9,8.6,8.3,8.6,8.6,7.6,8.4,8.8,8.8,8.1,8.4,8.7
06M423,High School for Excellence and Innovation,90,100,73,114,13,90,126,13,124,9.2,8.6,8.2,8.4,8.2,7.7,8.3,8.7,7.6,6.2,6.5,7.6,8.3,7.5,7.7,8.3
06M457,George Washington Yabc,63,54,39,132,15,79,210,28,201,9.7,9.5,9.4,9.5,9,8.7,8.8,8.9,8.5,7,8,8.5,9.1,8.4,8.7,9
06M462,High School for International Business and Finance,81,61,67,482,22,385,597,36,578,8.2,7.7,7.6,7.8,7.2,6.6,6.1,6.8,7.1,6.3,6.8,7.2,7.5,6.9,6.8,7.3
06M463,High School for Media and Communications,84,95,44,446,35,226,534,37,509,8,7.7,7.5,7.7,7.4,6.8,7.5,7.8,6.4,5.7,6.2,7.2,7.3,6.8,7.1,7.6
06M467,High School for Law and Public Service,74,67,43,451,28,255,612,42,591,8.5,8.2,8,8.3,6.9,6.5,6.9,7.6,6.5,6,6.6,7.4,7.3,6.9,7.1,7.8
06M468,High School for Health Careers and Sciences,92,100,47,625,44,310,679,44,662,8.3,8,7.7,7.9,7,7.1,7.5,7.9,6.4,5.8,6.5,7.2,7.2,6.9,7.2,7.7
06M528,I.S. 528 Bea Fuller Rodgers School,95,85,46,252,17,119,266,20,261,9,8,8,8,7.5,8,8.3,8.1,6.9,6.3,7.2,7.6,7.8,7.4,7.8,7.9
